"","x"
"MDKI382",927.235621677356
"MDKI383",729.48305851822
"MDKI384",655.772206686611
"MDKI385",597.27182420283
"MDKI386",473.137555850238
"MDKI387",445.960426754144
"MDKI388",1094.61542207715
"MDKI389",1519.02443141235
"MDKI390",1821.573158381
"MDKI391",642.850603630573
"MDKI392",725.739133699968
"MDKI393",496.261091937438
"MDKI394",599.208538200942
"MDKI395",1138.87869473318
"MDKI396",1241.70399002099
"MDKI397",991.677275477867
"MDKI398",535.564385988555
"MDKI399",1369.49761021063
"MDKI400",518.620002761545
"MDKI401",385.637655309658
"MDKI402",484.802509725967
"MDKI403",412.039086923349
"MDKI404",449.650442931002
"MDKI405",2896.87108186073
"MDKI406",838.254812010719
"MDKI407",2625.748090454
"MDKI408",2295.73343120378
"MDKI409",1227.79047115695
"MDKI410",507.154239226285
"MDKI411",1155.80120103775
"MDKI412",744.3996217604
"MDKI413",676.526001536788
"MDKI414",650.051296551784
"MDKI415",881.966400469599
"MDKI416",1862.47279497641
"MDKI417",1914.42877011136
"MDKI418",1236.55398577902
"MDKI419",1558.45686460946
"MDKI420",1678.10736324017
"MDKI421",1663.91528477665
"MDKI422",246.525344415209
"MDKI423",204.354035483448
"MDKI424",167.25455562536
"MDKI425",995.960569178925
"MDKI426",563.424298030669
"MDKI427",592.463375159
"MDKI428",778.638698089127
"MDKI429",369.000538064068
"MDKI430",1441.59127021413
"MDKI431",862.203627762344
"MDKI432",2082.32742290425
"MDKI433",1743.86261785555
"MDKI434",1741.02484549119
"MDKI435",1799.83740503129
"MDKI436",806.12696177342
"MDKI437",1810.67568845299
"MDKI438",2077.95057102514
"MDKI439",2314.52434203187
"MDKI440",1711.95028467984
"MDKI441",1838.30692112952
"MDKI442",1733.64452097354
"MDKI443",1564.02704610633
"MDKI444",1525.51377318175
"MDKI445",1295.13757768347
"MDKI446",1535.76169196903
"MDKI447",1614.85218527113
"MDKI448",2155.10199719374
"MDKI449",2086.82586660218
"MDKI450",1651.59773927927
"MDKI451",1961.0751246981
"MDKI452",2119.74069766842
"MDKI453",669.264600560636
"MDKI454",517.998725588635
"MDKI455",794.797585859083
"MDKI456",623.959461851652
"MDKI457",758.343488373828
"MDKI458",742.4945177254
"MDKI459",485.551641531897
"MDKI460",623.999329820596
"MDKI461",450.655587826908
"MDKI462",383.556928258608
"MDKI463",590.372972745748
"MDKI464",349.656682243563
"MDKI465",185.941855262958
"MDKI466",257.70454352432
"MDKI467",320.283475956783
"MDKI468",273.692071219708
"MDKI469",362.992510740648
"MDKI470",1700.37788340534
"MDKI471",1781.59879998801
