,qed,MinAbsPartialCharge,NumRadicalElectrons,FpDensityMorgan2,FpDensityMorgan3,FpDensityMorgan1,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CPSM268,0.729279624709,0.132146520506,0.0,1.9,2.85,1.05,246.208,4.67909486017,0.346745602954,4.67909486017,-0.346745602954,265.157897608,265.36,102.0,0.431574074074,0.431574074074,0.132146520506,1.90176612456,637.637172546,13.5267332586,11.7888700648,11.7888700648,9.82649984049,7.29623054524,7.29623054524,5.8331584233,5.8331584233,4.51801332931,4.51801332931,3.49141386817,3.49141386817,-1.87,76322.1306435,11.9155347052,4.59904709007,1.81293217383,119.405803026,9.7998194617,5.81786277784,0.0,0.0,0.0,0.0,0.0,4.98397852095,0.0,0.0,30.3318353423,29.8043935262,32.2519344123,6.04184082915,0.0,5.81786277784,0.0,9.8838882518,0.0,12.4626624521,31.5818509313,59.2854004575,0.0,0.0,4.89990973085,5.81786277784,0.0,0.0,36.5658294522,6.42082162293,0.0,22.7321953042,42.5950459824,0.0,0.0,0.0,19.37,0.0,0.0,0.0,0.0,6.04184082915,26.0550908407,22.5082172529,0.0,6.19684357161,58.2296723761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.352941176471,20.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,2.4789,81.069,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM269,0.798144409667,0.165480520948,0.0,2.22727272727,3.04545454545,1.36363636364,278.202,10.5542134354,0.492857480816,10.5542134354,-0.492857480816,299.152143532,299.37,116.0,-0.538553476946,0.0805555555556,0.165480520948,1.82236542384,685.154996149,15.0601134534,12.951046269,12.951046269,10.6638690186,8.10209359236,8.10209359236,7.11324479787,7.11324479787,6.35430969104,6.35430969104,5.38874083093,5.38874083093,-1.52,226722.000407,12.9683591781,4.05986767486,1.27762323676,129.878938727,19.4801630333,12.2079327755,11.4990236666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2184072821,38.0638901946,22.9381888364,7.10979754128,14.5802533024,0.0,0.0,4.89990973085,5.91790604616,36.5064073199,20.7022259299,35.411677334,0.0,11.4990236666,9.4737259076,0.0,11.4990236666,0.0,48.9584366602,11.8358120923,5.91790604616,17.5477246063,24.2847743506,0.0,0.0,0.0,41.93,6.10396638775,5.10652739484,0.0,11.5189568571,11.9597468753,30.8854233183,11.1269029834,7.10979754128,12.1423871753,24.0899688888,9.4737259076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0.555555555556,22.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,5.0,1.5011,82.4638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM270,0.56271559674,0.0207867773212,0.0,1.9,2.7,1.1,122.106,3.34092592593,0.312335332178,3.34092592593,-0.312335332178,133.089149352,133.194,52.0,1.05175925926,1.05175925926,0.0207867773212,2.41429209418,204.924804935,6.81155478787,5.93072142032,5.93072142032,4.96632649519,3.74156383156,3.74156383156,2.69548702374,2.69548702374,2.00495228933,2.00495228933,1.41995642316,1.41995642316,-0.82,348.570461837,5.92725664946,2.42756781899,0.929084201924,61.0702604928,5.31678860401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2654682738,24.0924810122,6.54475640591,0.0,0.0,0.0,0.0,5.31678860401,0.0,12.9655780288,6.54475640591,35.3923712572,0.0,0.0,5.31678860401,0.0,0.0,0.0,6.54475640591,12.9655780288,0.0,11.1269029834,24.2654682738,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,13.0895128118,17.5477246063,0.0,0.0,29.5822568779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3333333333,0.333333333333,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.3323,41.8527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM271,0.618657906501,0.251739724477,0.0,1.93939393939,2.78787878788,1.09090909091,408.335,12.9182765142,0.349288505477,12.9182765142,-0.349288505477,438.24196158,438.575,168.0,0.0172106696477,0.0172106696477,0.251739724477,1.09082919616,1184.71680456,22.6227450968,18.9647030687,18.9647030687,16.1910044835,12.0826359055,12.0826359055,9.47688850559,9.47688850559,7.35590278225,7.35590278225,5.3894440855,5.3894440855,-3.23,53061037.5183,21.607097774,9.72257134736,4.91460717272,194.986192654,5.31678860401,0.0,0.0,0.0,5.90717972935,0.0,14.6784254359,0.0,5.26189155474,0.0,24.2654682738,86.3799634469,30.7144214271,22.7128250138,4.79453718407,16.8101046614,5.26189155474,15.2006768558,5.91790604616,51.1115269726,13.0895128118,76.9815860861,0.0,6.06922131279,5.31678860401,0.0,0.0,0.0,34.9224216221,12.9655780288,17.2490189137,59.1524512655,54.7277801193,0.0,10.9029249321,0.0,69.02,0.0,4.79453718407,0.0,11.9490205585,0.0,66.8444680482,30.3893678522,6.19684357161,36.3982024108,33.4026323055,5.26189155474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8333333333,0.392857142857,33.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,0.0,1.0,5.0,4.84348,129.7102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM272,0.62453181982,0.35392854614,0.0,1.625,2.21875,0.96875,419.281,13.3672389733,0.433051339982,13.3672389733,-0.35392854614,451.255895304,451.537,176.0,-4.50106337774,0.0243679663223,0.433051339982,1.54231957238,940.567868108,23.5182970901,19.2444650132,19.2444650132,14.9306901217,11.0449861334,11.0449861334,9.45426960736,9.45426960736,5.64511885275,5.64511885275,3.68671160405,3.68671160405,-2.42,7683002.52549,24.2269290373,9.60288820086,6.30764336337,186.638566852,9.46700937864,17.3361952707,0.0,0.0,5.55926689505,6.17629851744,9.69444691492,9.96795704189,13.171245143,0.0,20.7712115991,37.9399554116,56.4683502075,0.0,13.171245143,5.81786277784,0.0,19.4349664205,0.0,58.6726374374,37.6236917604,51.8315328407,0.0,0.0,10.4591766259,18.9891079209,0.0,0.0,52.1587484501,18.1360453928,6.92373719969,50.6946388295,29.1904819611,0.0,0.0,0.0,54.26,17.2852169817,17.9657823271,0.0,11.3836713931,25.4521319956,44.1057310237,0.0,10.6334667163,44.8580691697,14.8678667727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8289870951,40.0043462382,0.608695652174,32.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,0.0,9.0,6.0,0.0,1.0,1.0,3.0,3.86542,119.06,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CPSM273,0.653025199887,0.059834953675,0.0,2.0,2.57142857143,1.35714285714,170.15,5.26894620811,0.292386455643,5.26894620811,-0.292386455643,187.136099544,187.286,74.0,0.493935185185,0.493935185185,0.059834953675,2.49247810544,296.761643521,10.3889050571,8.9028790422,8.9028790422,6.73638210522,4.91370432922,4.91370432922,3.65798294077,3.65798294077,2.46707293576,2.46707293576,1.41087020169,1.41087020169,-1.26,1518.1724999,10.8184929356,5.46596949476,3.23753866764,86.7450569823,0.0,0.0,0.0,0.0,0.0,0.0,4.89990973085,0.0,0.0,6.42334989562,36.2522696612,25.955682297,6.04184082915,6.54475640591,0.0,0.0,0.0,4.89990973085,0.0,19.3863996518,13.5924283886,35.895286834,0.0,12.3437842145,0.0,0.0,0.0,0.0,24.5341789486,6.42082162293,12.3437842145,12.4871886914,30.3318353423,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,12.5865972351,6.42082162293,5.5634514917,0.0,6.06636706846,49.0572215059,6.42334989562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.384615384615,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.1826,61.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM274,0.720292463198,0.069785865824,0.0,1.53846153846,2.19230769231,0.884615384615,347.696,8.779094161,0.393980332664,8.779094161,-0.393980332664,374.176105784,374.912,140.0,0.0908983878814,0.0908983878814,0.069785865824,1.65976585269,642.820470186,18.1920236765,15.0582104914,15.8141394374,12.7751882455,9.2312990683,9.60926354131,6.578360068,7.01479584847,4.86056096119,5.11253727653,3.49989660748,3.62588476515,-1.43,1096995.47944,19.3348680551,10.0467117382,5.28623640331,160.497857751,9.84339034864,0.0,0.0,0.0,0.0,0.0,9.7998194617,0.0,0.0,0.0,54.0655093695,23.2596371203,37.7464153433,25.8624867227,9.84339034864,11.6009398902,0.0,9.7998194617,0.0,6.04184082915,52.5444279231,70.7468399133,0.0,0.0,0.0,0.0,0.0,11.6009398902,67.4507747796,4.7368629538,0.0,17.1687438125,54.5973036162,5.02263331374,0.0,0.0,35.94,0.0,0.0,0.0,12.6487227937,13.213763929,37.7464153433,11.1269029834,0.0,12.1327341369,52.2643889409,21.4443302389,0.0,6.09042210327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8540223412,0.428571428571,26.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,5.0,8.0,0.0,1.0,1.0,3.0,3.0559,105.6548,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CPSM275,0.8483054329,0.0552355227336,0.0,1.52631578947,2.10526315789,0.947368421053,252.257,3.22334152179,0.339593919332,3.22334152179,-0.339593919332,270.119069576,270.401,98.0,1.04958002646,1.04958002646,0.0552355227336,1.96306985517,522.680320754,13.0791395014,11.095584383,11.912080964,9.39817814777,6.67994358095,7.49644016188,4.64625620434,5.73003316083,3.34051552312,4.47078390195,2.43599904099,3.53174771739,-1.45,37267.8031389,12.5770733446,5.6771416969,2.4848724559,118.375240509,10.2166983349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0273532232,44.2787182854,16.3357233569,11.3747725494,0.0,23.1366574988,0.0,5.31678860401,0.0,16.211788574,25.0370945254,48.5309365477,0.0,0.0,10.2166983349,11.3747725494,0.0,11.7618849494,20.1371847945,0.0,0.0,6.42082162293,58.3219034987,0.0,0.0,0.0,15.27,0.0,0.0,0.0,0.0,0.0,19.5103344348,21.1657395004,0.0,18.8095569321,58.7476348825,0.0,0.0,1.86817103385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6318289662,0.25,19.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,3.8988,82.5567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CPSM276,0.628311800155,0.22482450731,0.0,1.83333333333,2.5,1.16666666667,152.116,4.18944444444,0.338280068761,4.18944444444,-0.338280068761,164.106196384,164.212,64.0,0.846296296296,0.846296296296,0.22482450731,2.08251008694,230.072993133,8.22576835024,6.90211871881,6.90211871881,5.96632649519,4.19344715263,4.19344715263,2.78583953574,2.78583953574,1.95198136393,1.95198136393,1.31935686115,1.31935686115,-1.16,1023.95272896,7.48714207451,3.49165902602,1.53081459243,71.6343322393,10.2166983349,0.0,0.0,5.94833928099,0.0,0.0,0.0,9.96795704189,0.0,0.0,0.0,6.06636706846,38.5727127669,0.0,0.0,5.94833928099,0.0,15.2847456459,0.0,0.0,31.0789353545,18.4600542117,0.0,0.0,10.2166983349,5.94833928099,0.0,0.0,36.1469826655,0.0,0.0,0.0,18.4600542117,0.0,0.0,0.0,41.05,0.0,0.0,0.0,0.0,0.0,32.1273649046,0.0,12.3936871432,6.06636706846,20.1846553768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1666666667,0.5,12.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,-0.1138,47.1147,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM277,0.746535643193,0.226821909438,0.0,1.83333333333,2.625,1.04166666667,296.244,12.2948515634,0.312098025059,12.2948515634,-0.312098025059,328.251463644,328.5,132.0,0.298123897232,0.298123897232,0.226821909438,1.4325738715,534.395211579,16.7778101141,15.1747082017,15.1747082017,11.7751882455,9.88255750775,9.88255750775,7.45488721279,7.45488721279,5.72080792999,5.72080792999,4.18556237219,4.18556237219,-1.35,396491.825169,17.4723033216,8.66027417339,4.38335953788,146.575061969,9.7998194617,0.0,0.0,5.90717972935,0.0,0.0,4.79453718407,0.0,0.0,0.0,44.3853032739,62.8652803158,18.6529643035,0.0,4.79453718407,11.594566004,0.0,4.89990973085,5.91790604616,58.2903101831,31.0789353545,29.8289197655,0.0,0.0,4.89990973085,5.68738627468,0.0,0.0,36.9861150839,11.215358807,5.91790604616,57.4329400519,24.2654682738,0.0,0.0,0.0,23.55,0.0,4.79453718407,0.0,0.0,12.3280013523,37.5364483785,50.7570724182,0.0,10.9662767993,30.0227481359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3333333333,0.666666666667,24.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,7.0,0.0,1.0,1.0,3.0,4.2581,100.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM278,0.797936128443,0.337921588433,0.0,1.90909090909,2.59090909091,1.18181818182,282.19,12.2967091837,0.468645556079,12.2967091837,-0.468645556079,303.147058152,303.358,118.0,-0.408466553288,0.0970123666751,0.337921588433,1.78965287987,559.037182255,15.6898699654,12.8976795236,12.8976795236,10.6133922029,7.67307707242,7.67307707242,6.0584215237,6.0584215237,4.95546052421,4.95546052421,3.7668747911,3.7668747911,-1.88,134560.524134,15.0325794205,6.08489658178,2.6087203863,129.7440724,9.4737259076,12.0218724339,0.0,0.0,0.0,11.9386105759,9.69444691492,4.79453718407,0.0,0.0,18.1991012054,32.0220493655,18.5045032812,12.673249033,19.0628002757,11.9386105759,0.0,4.89990973085,5.91790604616,37.4501129148,14.157469524,35.895286834,0.0,0.0,0.0,0.0,0.0,0.0,49.1836378768,14.2682630917,5.91790604616,29.6204535445,30.3318353423,0.0,0.0,0.0,55.84,12.0218724339,9.58907436814,0.0,17.9804514051,18.0261139438,12.8416432459,7.10979754128,24.2654682738,13.1140390511,4.89990973085,9.4737259076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8333333333,0.529411764706,22.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,5.0,3.0,0.0,2.0,2.0,3.0,1.8677,80.3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSM279,0.800122242089,0.138321595949,0.0,1.78260869565,2.60869565217,1.0,307.679,6.17653976736,0.35347061188,6.17653976736,-0.35347061188,326.129824288,326.831,118.0,0.706466311833,0.706466311833,0.138321595949,1.83043320903,763.366944362,15.8111903089,13.0894842686,13.8454132146,11.2035099382,7.88731143022,8.26527590323,6.05778906633,6.4942248468,4.42624910623,4.66134620901,3.06881814887,3.23516170391,-2.04,295595.179218,14.5458372747,5.87076038519,2.79907704572,140.934605942,15.1166080657,5.83561978576,0.0,0.0,0.0,0.0,0.0,4.99240473264,0.0,0.0,23.7336740272,37.379507325,42.4524967038,11.3747725494,0.0,34.4987185,0.0,9.7998194617,4.99240473264,0.0,38.5434862103,53.0506542847,0.0,0.0,5.31678860401,17.0621588241,0.0,11.6009398902,48.8621368538,0.0,0.0,5.5634514917,47.4569742119,5.02263331374,0.0,0.0,30.87,0.0,0.0,0.0,0.0,5.02263331374,54.6402557252,0.0,0.0,24.2654682738,40.3633812538,16.5933446229,0.0,6.17653976736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4345713437,0.277777777778,23.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,3.7227,96.4437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
